time_sec,target_rps,actual_sent,success_count,fail_count,avg_latency_ms,p95_latency_ms,scenario,phase
68,88,88,88,0,832.18,1088.22,sale_event,normal
69,90,90,90,0,855.92,1121.85,sale_event,normal
70,88,88,88,0,816.67,1109.64,sale_event,normal
71,99,99,99,0,877.9,1235.18,sale_event,normal
72,95,95,95,0,904.81,1209.23,sale_event,normal
73,97,97,97,0,880.88,1212.07,sale_event,normal
74,80,80,80,0,800.66,1007.92,sale_event,normal
75,86,86,86,0,797.51,1074.58,sale_event,normal
76,96,96,96,0,851.44,1177.03,sale_event,normal
77,93,93,93,0,855.94,1173.38,sale_event,normal
78,100,100,100,0,904.94,1230.43,sale_event,normal
79,87,87,87,0,853.11,1096.92,sale_event,normal
80,88,88,88,0,813.62,1093.31,sale_event,normal
81,93,93,93,0,895.97,1173.94,sale_event,normal
82,84,84,84,0,798.39,1024.81,sale_event,normal
83,81,81,81,0,784.2,999.07,sale_event,normal
84,84,84,84,0,780.19,1027.96,sale_event,normal
85,80,80,80,0,785.99,991.11,sale_event,normal
86,94,94,94,0,911.71,1201.3,sale_event,normal
87,99,99,99,0,922.84,1261.59,sale_event,normal
88,85,85,85,0,795.6,1062.81,sale_event,normal
89,94,94,94,0,898.89,1174.2,sale_event,normal
90,99,99,99,0,912.2,1224.36,sale_event,normal
91,98,98,98,0,885.91,1207.66,sale_event,normal
92,99,99,99,0,885.64,1231.87,sale_event,normal
93,98,98,98,0,941.91,1238.42,sale_event,normal
94,89,89,89,0,830.85,1103.91,sale_event,normal
95,84,84,84,0,809.19,1049.08,sale_event,normal
96,93,93,93,0,869.52,1139.65,sale_event,normal
97,92,92,92,0,882.95,1148.54,sale_event,normal
98,93,93,93,0,847.91,1158.79,sale_event,normal
99,83,83,83,0,810.77,1033.31,sale_event,normal
100,99,99,99,0,926.46,1253.51,sale_event,normal
101,84,84,84,0,788.57,1058.63,sale_event,normal
102,82,82,82,0,777.75,991.88,sale_event,normal
103,97,97,97,0,891.83,1197.35,sale_event,normal
104,84,84,84,0,787.87,1069.6,sale_event,normal
105,98,98,98,0,890.99,1220.91,sale_event,normal
106,99,99,99,0,907.18,1248.84,sale_event,normal
107,89,89,89,0,822.57,1098.07,sale_event,normal
108,86,86,86,0,836.07,1070.41,sale_event,normal
109,85,85,85,0,797.58,1049.68,sale_event,normal
110,89,89,89,0,850.47,1095.79,sale_event,normal
111,88,88,88,0,826.16,1089.45,sale_event,normal
112,83,83,83,0,786.66,1039.57,sale_event,normal
113,96,96,96,0,949.34,1261.66,sale_event,normal
114,94,94,94,0,846.63,1172.27,sale_event,normal
115,83,83,83,0,760.82,1014.45,sale_event,normal
116,99,99,99,0,917.23,1270.21,sale_event,normal
117,91,91,91,0,836.89,1137.74,sale_event,normal
118,94,94,94,0,860.15,1172.61,sale_event,normal
119,82,82,82,0,777.67,1014.71,sale_event,normal
120,81,81,81,0,774.1,993.52,sale_event,normal
121,83,83,83,0,801.67,1045.03,sale_event,normal
122,91,91,91,0,844.03,1139.84,sale_event,normal
123,93,93,93,0,860.43,1154.27,sale_event,normal
124,85,85,85,0,812.0,1057.21,sale_event,normal
125,83,83,83,0,805.56,1019.19,sale_event,normal
126,82,82,82,0,786.45,1043.92,sale_event,normal
127,87,87,87,0,826.02,1069.35,sale_event,normal
128,90,90,90,0,855.36,1114.35,sale_event,normal
129,95,95,95,0,932.06,1187.56,sale_event,normal
130,89,89,89,0,833.62,1077.35,sale_event,normal
131,95,95,95,0,888.15,1216.32,sale_event,normal
132,95,95,95,0,860.39,1159.19,sale_event,normal
133,88,88,88,0,804.72,1077.31,sale_event,normal
134,100,100,100,0,930.0,1247.64,sale_event,normal
135,89,89,89,0,854.33,1121.4,sale_event,normal
136,95,95,95,0,873.09,1194.32,sale_event,normal
137,87,87,87,0,835.38,1142.29,sale_event,normal
138,83,83,83,0,820.91,1100.13,sale_event,normal
139,92,92,92,0,903.43,1215.85,sale_event,normal
140,99,99,99,0,966.2,1331.07,sale_event,normal
141,86,86,86,0,842.48,1142.76,sale_event,normal
142,90,90,90,0,831.73,1144.02,sale_event,normal
143,93,93,93,0,877.16,1184.83,sale_event,normal
144,99,99,99,0,932.46,1278.34,sale_event,normal
145,96,96,96,0,896.17,1216.81,sale_event,normal
146,81,81,81,0,807.24,1037.1,sale_event,normal
147,90,90,90,0,855.55,1143.42,sale_event,normal
148,98,98,98,0,907.26,1290.15,sale_event,normal
149,86,86,86,0,842.21,1103.88,sale_event,normal
150,81,81,81,0,800.95,1031.2,sale_event,normal
151,100,100,100,0,959.27,1303.42,sale_event,normal
152,94,94,94,0,873.19,1235.75,sale_event,normal
153,91,91,91,0,839.87,1160.29,sale_event,normal
154,93,93,93,0,897.19,1200.42,sale_event,normal
155,95,95,95,0,896.54,1199.3,sale_event,normal
156,80,80,80,0,846.87,1053.85,sale_event,normal
157,100,100,100,0,954.27,1292.83,sale_event,normal
158,99,99,99,0,886.07,1248.16,sale_event,normal
159,96,96,96,0,875.38,1204.34,sale_event,normal
160,91,91,91,0,850.22,1172.52,sale_event,normal
161,92,92,92,0,843.13,1171.58,sale_event,normal
162,80,80,80,0,834.66,1036.17,sale_event,normal
163,91,91,91,0,856.84,1165.33,sale_event,normal
164,83,83,83,0,787.72,1025.7,sale_event,normal
165,87,87,87,0,819.74,1076.86,sale_event,normal
166,84,84,84,0,848.48,1068.41,sale_event,normal
167,86,86,86,0,821.13,1074.01,sale_event,normal
168,82,82,82,0,742.49,1024.87,sale_event,normal
169,100,100,100,0,897.35,1254.23,sale_event,normal
170,92,92,92,0,842.4,1181.45,sale_event,normal
171,89,89,89,0,795.51,1105.82,sale_event,normal
172,84,84,84,0,783.43,1073.6,sale_event,normal
173,93,93,93,0,837.7,1177.5,sale_event,normal
174,83,83,83,0,800.34,1051.59,sale_event,normal
175,80,80,80,0,823.61,1039.34,sale_event,normal
176,99,99,99,0,963.05,1247.62,sale_event,normal
177,84,84,84,0,821.54,1071.62,sale_event,normal
178,100,100,100,0,921.58,1297.48,sale_event,normal
179,80,80,80,0,793.08,995.69,sale_event,normal
180,88,88,88,0,840.09,1124.98,sale_event,normal
181,97,97,97,0,952.21,1259.44,sale_event,normal
182,82,82,82,0,807.51,1032.81,sale_event,normal
183,98,98,98,0,914.46,1253.1,sale_event,normal
184,87,87,87,0,848.93,1110.77,sale_event,normal
185,99,99,99,0,923.12,1291.34,sale_event,normal
186,93,93,93,0,872.02,1181.82,sale_event,normal
187,81,81,81,0,802.62,1010.84,sale_event,normal
188,94,94,94,0,858.85,1181.66,sale_event,normal
189,82,82,82,0,819.56,1042.69,sale_event,normal
190,92,92,92,0,850.71,1163.24,sale_event,normal
191,93,93,93,0,924.1,1214.63,sale_event,normal
192,86,86,86,0,852.5,1143.61,sale_event,normal
193,95,95,95,0,881.1,1200.07,sale_event,normal
194,97,97,97,0,918.72,1246.6,sale_event,normal
195,89,89,89,0,868.48,1137.86,sale_event,normal
196,83,83,83,0,776.18,1044.27,sale_event,normal
197,81,81,81,0,780.35,1012.32,sale_event,normal
198,86,86,86,0,812.97,1086.42,sale_event,normal
199,100,100,100,0,885.24,1272.78,sale_event,normal
200,94,94,94,0,903.69,1186.7,sale_event,normal
201,93,93,93,0,874.68,1197.76,sale_event,ramp_up
202,97,97,97,0,870.68,1221.4,sale_event,ramp_up
203,111,111,111,0,961.44,1367.26,sale_event,ramp_up
204,110,110,110,0,993.53,1383.56,sale_event,ramp_up
205,102,102,102,0,947.36,1289.96,sale_event,ramp_up
206,109,109,109,0,982.55,1393.96,sale_event,ramp_up
207,113,113,113,0,1051.87,1465.84,sale_event,ramp_up
208,114,114,114,0,1002.69,1481.63,sale_event,ramp_up
209,113,113,113,0,1031.31,1432.99,sale_event,ramp_up
210,96,96,96,0,886.39,1198.92,sale_event,ramp_up
211,105,105,105,0,954.96,1314.73,sale_event,ramp_up
212,99,99,99,0,889.46,1230.76,sale_event,ramp_up
213,115,115,115,0,993.16,1419.56,sale_event,ramp_up
214,119,119,119,0,995.33,1488.49,sale_event,ramp_up
215,111,111,111,0,1011.58,1458.05,sale_event,ramp_up
216,110,110,110,0,966.17,1381.99,sale_event,ramp_up
217,104,104,104,0,930.64,1320.39,sale_event,ramp_up
218,115,115,115,0,983.27,1450.23,sale_event,ramp_up
219,103,103,103,0,912.15,1265.56,sale_event,ramp_up
220,121,121,121,0,1059.69,1579.23,sale_event,ramp_up
221,118,118,118,0,1048.62,1522.37,sale_event,ramp_up
222,106,106,106,0,978.29,1391.03,sale_event,ramp_up
223,124,124,124,0,1068.04,1568.83,sale_event,ramp_up
224,116,116,116,0,1010.29,1457.42,sale_event,ramp_up
225,128,128,128,0,1096.81,1659.3,sale_event,ramp_up
226,110,110,110,0,945.25,1388.74,sale_event,ramp_up
227,113,113,113,0,988.68,1456.46,sale_event,ramp_up
228,111,111,111,0,986.2,1389.6,sale_event,ramp_up
229,115,115,115,0,1018.63,1455.75,sale_event,ramp_up
230,111,111,111,0,1024.12,1432.31,sale_event,ramp_up
231,121,121,121,0,1095.69,1541.83,sale_event,ramp_up
232,115,115,115,0,1026.28,1450.45,sale_event,ramp_up
233,127,127,127,0,1109.92,1598.4,sale_event,ramp_up
234,114,114,114,0,1012.73,1488.72,sale_event,ramp_up
235,129,129,129,0,1139.05,1636.48,sale_event,ramp_up
236,116,116,116,0,1062.19,1492.55,sale_event,ramp_up
237,135,135,135,0,1175.36,1759.75,sale_event,ramp_up
238,119,119,119,0,1092.31,1571.54,sale_event,ramp_up
239,134,134,134,0,1161.37,1694.53,sale_event,ramp_up
240,124,124,124,0,1095.33,1576.96,sale_event,ramp_up
241,130,130,130,0,1110.36,1645.96,sale_event,ramp_up
242,121,121,121,0,1105.54,1581.33,sale_event,ramp_up
243,122,122,122,0,1110.6,1589.46,sale_event,ramp_up
244,134,134,134,0,1147.72,1719.28,sale_event,ramp_up
245,130,130,130,0,1096.49,1653.75,sale_event,ramp_up
246,132,132,132,0,1183.57,1689.57,sale_event,ramp_up
247,124,124,124,0,1084.47,1598.4,sale_event,ramp_up
248,125,125,125,0,1053.25,1568.34,sale_event,ramp_up
249,126,126,126,0,1125.85,1598.13,sale_event,ramp_up
250,141,141,141,0,1217.23,1785.67,sale_event,ramp_up
251,135,135,135,0,1149.41,1691.27,sale_event,ramp_up
252,135,135,135,0,1135.3,1700.13,sale_event,ramp_up
253,135,135,135,0,1189.85,1721.47,sale_event,ramp_up
254,141,141,141,0,1202.05,1865.69,sale_event,ramp_up
255,150,150,150,0,1300.62,1964.71,sale_event,ramp_up
256,149,149,149,0,1316.32,1939.96,sale_event,ramp_up
257,143,143,143,0,1172.1,1767.14,sale_event,ramp_up
258,145,145,145,0,1211.02,1835.37,sale_event,ramp_up
259,150,150,150,0,1254.82,1889.47,sale_event,ramp_up
260,136,136,136,0,1171.77,1699.35,sale_event,ramp_up
261,139,139,139,0,1242.6,1801.05,sale_event,ramp_up
262,149,149,149,0,1258.81,1913.91,sale_event,ramp_up
263,152,152,152,0,1268.82,1991.5,sale_event,ramp_up
264,156,156,156,0,1318.33,2051.07,sale_event,ramp_up
265,144,144,144,0,1261.6,1854.45,sale_event,ramp_up
266,148,148,148,0,1256.91,1877.31,sale_event,ramp_up
267,148,148,148,0,1261.64,1960.44,sale_event,ramp_up
268,141,141,141,0,1274.71,1844.65,sale_event,ramp_up
269,146,146,146,0,1282.95,1887.16,sale_event,ramp_up
270,149,149,149,0,1266.03,1896.84,sale_event,ramp_up
271,149,149,149,0,1305.59,1939.91,sale_event,ramp_up
272,156,156,156,0,1275.54,1951.26,sale_event,ramp_up
273,147,147,147,0,1241.81,1868.6,sale_event,ramp_up
274,149,149,149,0,1257.15,1899.3,sale_event,ramp_up
275,152,152,152,0,1293.89,1955.71,sale_event,ramp_up
276,161,161,161,0,1351.53,2101.06,sale_event,ramp_up
277,157,157,157,0,1342.22,2106.7,sale_event,ramp_up
278,158,158,158,0,1404.23,2170.08,sale_event,ramp_up
279,160,160,160,0,1338.59,2089.5,sale_event,ramp_up
280,156,156,156,0,1277.75,1939.52,sale_event,ramp_up
281,165,165,165,0,1374.62,2121.92,sale_event,ramp_up
282,161,161,161,0,1308.51,2027.81,sale_event,ramp_up
283,160,160,160,0,1331.69,2066.22,sale_event,ramp_up
284,164,164,164,0,1392.58,2105.45,sale_event,ramp_up
285,168,168,168,0,1387.65,2126.38,sale_event,ramp_up
286,160,160,160,0,1329.59,2010.34,sale_event,ramp_up
287,159,159,159,0,1320.97,2016.91,sale_event,ramp_up
288,158,158,158,0,1278.83,2014.73,sale_event,ramp_up
289,165,165,165,0,1355.63,2085.2,sale_event,ramp_up
290,175,175,175,0,1433.08,2235.56,sale_event,ramp_up
291,173,173,173,0,1424.38,2199.56,sale_event,ramp_up
292,178,178,178,0,1463.11,2267.01,sale_event,ramp_up
293,164,164,164,0,1306.12,2049.39,sale_event,ramp_up
294,166,166,166,0,1360.94,2084.04,sale_event,ramp_up
295,162,162,162,0,1306.79,2069.21,sale_event,ramp_up
296,175,175,175,0,1375.63,2198.33,sale_event,ramp_up
297,179,179,179,0,1446.68,2281.62,sale_event,ramp_up
298,167,167,167,0,1434.03,2183.98,sale_event,ramp_up
299,172,172,172,0,1371.76,2172.61,sale_event,ramp_up
300,169,169,169,0,1423.11,2224.49,sale_event,ramp_up
301,177,177,177,0,1445.34,2272.3,sale_event,ramp_up
302,183,183,183,0,1485.72,2241.33,sale_event,ramp_up
303,173,173,173,0,1440.72,2222.1,sale_event,ramp_up
304,182,182,182,0,1426.02,2314.56,sale_event,ramp_up
305,175,175,175,0,1414.67,2189.49,sale_event,ramp_up
306,183,183,183,0,1482.45,2368.27,sale_event,ramp_up
307,184,184,184,0,1431.6,2265.86,sale_event,ramp_up
308,179,179,179,0,1451.25,2266.18,sale_event,ramp_up
309,190,190,190,0,1505.13,2401.83,sale_event,ramp_up
310,172,172,172,0,1392.85,2215.61,sale_event,ramp_up
311,189,189,189,0,1545.73,2420.75,sale_event,ramp_up
312,182,182,182,0,1508.35,2357.3,sale_event,ramp_up
313,191,191,191,0,1560.83,2462.15,sale_event,ramp_up
314,190,190,190,0,1480.12,2397.96,sale_event,ramp_up
315,195,195,195,0,1561.27,2514.01,sale_event,ramp_up
316,181,181,181,0,1443.28,2285.25,sale_event,ramp_up
317,180,180,180,0,1455.51,2269.0,sale_event,ramp_up
318,186,186,186,0,1456.76,2310.91,sale_event,ramp_up
319,190,190,190,0,1563.56,2474.45,sale_event,ramp_up
320,192,192,192,0,1571.19,2434.43,sale_event,ramp_up
321,193,193,193,0,1557.7,2446.74,sale_event,ramp_up
322,187,187,187,0,1465.94,2313.08,sale_event,ramp_up
323,198,198,198,0,1559.31,2495.99,sale_event,ramp_up
324,187,187,187,0,1540.28,2408.62,sale_event,ramp_up
325,192,192,192,0,1512.09,2402.91,sale_event,ramp_up
326,191,191,191,0,1533.62,2463.12,sale_event,ramp_up
327,190,190,190,0,1546.23,2410.56,sale_event,ramp_up
328,205,205,205,0,1607.84,2578.56,sale_event,ramp_up
329,189,189,189,0,1544.09,2459.19,sale_event,ramp_up
330,200,200,200,0,1582.3,2539.92,sale_event,ramp_up
331,192,192,192,0,1490.57,2430.45,sale_event,ramp_up
332,196,196,196,0,1599.71,2583.73,sale_event,ramp_up
333,208,208,208,0,1643.45,2608.64,sale_event,ramp_up
334,197,197,197,0,1565.84,2494.97,sale_event,ramp_up
335,209,209,209,0,1663.08,2686.68,sale_event,ramp_up
336,200,200,200,0,1619.37,2539.63,sale_event,ramp_up
337,207,207,207,0,1685.35,2741.46,sale_event,ramp_up
338,211,211,211,0,1654.95,2678.11,sale_event,ramp_up
339,214,214,214,0,1702.15,2735.14,sale_event,ramp_up
340,210,210,210,0,1625.02,2656.69,sale_event,ramp_up
341,195,195,195,0,1521.97,2425.02,sale_event,ramp_up
342,196,196,196,0,1550.94,2511.52,sale_event,ramp_up
343,197,197,197,0,1569.39,2540.91,sale_event,ramp_up
344,206,206,206,0,1610.27,2578.78,sale_event,ramp_up
345,208,208,208,0,1610.64,2601.82,sale_event,ramp_up
346,206,206,206,0,1624.61,2634.39,sale_event,ramp_up
347,220,220,220,0,1694.18,2810.16,sale_event,ramp_up
348,207,207,207,0,1631.91,2604.59,sale_event,ramp_up
349,205,205,205,0,1609.67,2565.67,sale_event,ramp_up
350,208,208,208,0,1630.3,2640.5,sale_event,ramp_up
351,222,222,222,0,1778.26,2809.71,sale_event,ramp_up
352,211,211,211,0,1644.73,2635.17,sale_event,ramp_up
353,218,218,218,0,1691.88,2788.02,sale_event,ramp_up
354,209,209,209,0,1644.3,2618.72,sale_event,ramp_up
355,220,220,220,0,1706.3,2757.88,sale_event,ramp_up
356,208,208,208,0,1665.98,2624.67,sale_event,ramp_up
357,209,209,209,0,1656.08,2684.71,sale_event,ramp_up
358,213,213,213,0,1734.95,2829.92,sale_event,ramp_up
359,213,213,213,0,1717.37,2837.92,sale_event,ramp_up
360,229,229,229,0,1810.78,2985.9,sale_event,ramp_up
361,228,228,228,0,1784.05,2925.37,sale_event,ramp_up
362,223,223,223,0,1726.29,2843.84,sale_event,ramp_up
363,225,225,225,0,1752.07,2851.6,sale_event,ramp_up
364,227,227,227,0,1785.82,2795.93,sale_event,ramp_up
365,213,213,213,0,1701.92,2789.26,sale_event,ramp_up
366,231,231,231,0,1756.2,2916.65,sale_event,ramp_up
367,223,223,223,0,1730.69,2809.43,sale_event,ramp_up
368,231,231,231,0,1745.33,2888.62,sale_event,ramp_up
369,217,217,217,0,1695.61,2736.17,sale_event,ramp_up
370,227,227,227,0,1768.82,2918.23,sale_event,ramp_up
371,227,227,227,0,1741.01,2810.45,sale_event,ramp_up
372,229,229,229,0,1816.66,3025.52,sale_event,ramp_up
373,223,223,223,0,1708.19,2812.58,sale_event,ramp_up
374,232,232,232,0,1780.62,2805.56,sale_event,ramp_up
375,238,238,238,0,1849.81,3060.91,sale_event,ramp_up
376,241,241,241,0,1913.72,3127.12,sale_event,ramp_up
377,226,226,226,0,1749.4,2868.55,sale_event,ramp_up
378,223,223,223,0,1710.96,2787.99,sale_event,ramp_up
379,241,241,241,0,1796.04,3019.12,sale_event,ramp_up
380,240,240,240,0,1834.39,3070.11,sale_event,ramp_up
381,245,245,245,0,1840.97,3084.57,sale_event,ramp_up
382,240,240,240,0,1829.34,2991.98,sale_event,ramp_up
383,245,245,245,0,1892.44,3127.64,sale_event,ramp_up
384,233,233,233,0,1810.68,3012.23,sale_event,ramp_up
385,237,237,237,0,1810.33,3011.54,sale_event,ramp_up
386,246,246,246,0,1831.9,3036.83,sale_event,ramp_up
387,240,240,240,0,1840.76,3003.86,sale_event,ramp_up
388,238,238,238,0,1766.59,2963.8,sale_event,ramp_up
389,249,249,249,0,1835.94,3082.28,sale_event,ramp_up
390,244,244,244,0,1823.24,3084.63,sale_event,ramp_up
391,242,242,242,0,1850.95,3090.56,sale_event,ramp_up
392,235,235,235,0,1805.95,3004.67,sale_event,ramp_up
393,244,244,244,0,1883.7,3106.15,sale_event,ramp_up
394,244,244,244,0,1902.47,3094.61,sale_event,ramp_up
395,255,255,255,0,1939.44,3189.64,sale_event,ramp_up
396,241,241,241,0,1820.02,3027.2,sale_event,ramp_up
397,249,249,249,0,1912.66,3190.6,sale_event,ramp_up
398,249,249,249,0,1885.56,3168.46,sale_event,ramp_up
399,250,250,250,0,1928.32,3220.91,sale_event,ramp_up
400,251,251,251,0,1868.92,3148.21,sale_event,ramp_up
401,569,569,450,119,3776.65,5922.6,sale_event,peak
402,682,682,364,318,4752.38,5980.23,sale_event,peak
403,536,536,368,168,4359.28,5978.5,sale_event,peak
404,514,514,360,154,4214.58,5959.64,sale_event,peak
405,661,661,387,274,4579.01,5970.97,sale_event,peak
406,526,526,356,170,4382.15,5960.51,sale_event,peak
407,658,658,388,270,4604.21,5971.06,sale_event,peak
408,682,682,368,314,4761.81,5966.93,sale_event,peak
409,590,590,371,219,4517.76,5970.42,sale_event,peak
410,645,645,379,266,4609.83,5984.06,sale_event,peak
411,581,581,378,203,4515.66,5973.81,sale_event,peak
412,500,500,366,134,4294.07,5965.06,sale_event,peak
413,694,694,362,332,4760.1,5974.69,sale_event,peak
414,516,516,372,144,4267.88,5953.14,sale_event,peak
415,606,606,351,255,4579.57,5967.33,sale_event,peak
416,550,550,387,163,4362.92,5975.71,sale_event,peak
417,663,663,345,318,4794.37,5974.9,sale_event,peak
418,532,532,361,171,4351.02,5960.01,sale_event,peak
419,600,600,365,235,4533.72,5973.37,sale_event,peak
420,541,541,382,159,4354.95,5982.55,sale_event,peak
421,644,644,368,276,4656.09,5963.41,sale_event,peak
422,512,512,356,156,4327.13,5965.91,sale_event,peak
423,532,532,350,182,4308.32,5991.89,sale_event,peak
424,642,642,380,262,4449.65,5969.3,sale_event,peak
425,570,570,393,177,4338.86,5961.86,sale_event,peak
426,574,574,342,232,4576.37,5986.87,sale_event,peak
427,530,530,359,171,4265.46,5951.61,sale_event,peak
428,545,545,367,178,4374.86,5984.85,sale_event,peak
429,655,655,366,289,4646.38,5966.05,sale_event,peak
430,515,515,371,144,4314.13,5966.62,sale_event,peak
431,511,511,365,146,4310.71,5960.91,sale_event,peak
432,684,684,368,316,4725.65,5969.47,sale_event,peak
433,540,540,360,180,4463.52,5960.67,sale_event,peak
434,617,617,345,272,4643.56,5988.62,sale_event,peak
435,600,600,387,213,4425.54,5947.81,sale_event,peak
436,588,588,349,239,4613.07,5968.26,sale_event,peak
437,531,531,374,157,4315.94,5969.43,sale_event,peak
438,665,665,360,305,4779.51,5982.31,sale_event,peak
439,619,619,340,279,4634.86,5966.61,sale_event,peak
440,611,611,367,244,4431.74,5959.92,sale_event,peak
441,603,603,380,223,4471.89,5979.53,sale_event,peak
442,550,550,353,197,4411.51,5962.51,sale_event,peak
443,557,557,384,173,4381.7,5968.67,sale_event,peak
444,671,671,351,320,4843.73,5970.03,sale_event,peak
445,584,584,351,233,4560.37,5972.58,sale_event,peak
446,626,626,369,257,4566.55,5983.63,sale_event,peak
447,642,642,361,281,4545.72,5947.97,sale_event,peak
448,693,693,390,303,4650.07,5989.62,sale_event,peak
449,558,558,363,195,4456.94,5960.32,sale_event,peak
450,635,635,362,273,4649.54,5971.02,sale_event,peak
451,576,576,378,198,4530.17,5974.54,sale_event,peak
452,603,603,345,258,4678.74,5945.11,sale_event,peak
453,580,580,368,212,4408.38,5992.33,sale_event,peak
454,621,621,381,240,4539.36,5974.4,sale_event,peak
455,592,592,358,234,4565.11,5980.61,sale_event,peak
456,648,648,372,276,4567.13,5957.55,sale_event,peak
457,672,672,369,303,4661.38,5957.94,sale_event,peak
458,601,601,365,236,4541.93,5971.67,sale_event,peak
459,647,647,380,267,4600.15,5962.15,sale_event,peak
460,572,572,371,201,4438.47,5961.61,sale_event,peak
461,657,657,383,274,4626.19,5989.07,sale_event,peak
462,694,694,383,311,4707.52,5952.51,sale_event,peak
463,655,655,367,288,4697.21,5962.68,sale_event,peak
464,565,565,338,227,4529.45,5970.64,sale_event,peak
465,685,685,372,313,4624.88,5958.8,sale_event,peak
466,579,579,359,220,4471.03,5991.97,sale_event,peak
467,522,522,369,153,4255.6,5949.54,sale_event,peak
468,666,666,363,303,4680.41,5986.91,sale_event,peak
469,623,623,373,250,4542.02,5963.43,sale_event,peak
470,517,517,368,149,4340.32,5974.87,sale_event,peak
471,692,692,378,314,4772.37,5962.57,sale_event,peak
472,645,645,361,284,4781.93,5982.26,sale_event,peak
473,692,692,332,360,4902.78,5979.06,sale_event,peak
474,571,571,384,187,4341.45,5954.95,sale_event,peak
475,681,681,357,324,4701.37,5979.83,sale_event,peak
476,679,679,380,299,4643.28,5952.74,sale_event,peak
477,517,517,364,153,4344.68,5971.83,sale_event,peak
478,544,544,375,169,4429.11,5978.92,sale_event,peak
479,673,673,342,331,4759.08,5961.91,sale_event,peak
480,623,623,384,239,4491.02,5982.64,sale_event,peak
481,625,625,353,272,4581.88,5949.43,sale_event,peak
482,633,633,383,250,4534.36,5973.63,sale_event,peak
