time_sec,target_rps,actual_sent,success_count,fail_count,avg_latency_ms,p95_latency_ms,scenario,phase
69,90,90,90,0,824.45,1086.37,sale_event,normal
70,88,88,88,0,807.99,1090.11,sale_event,normal
71,99,99,99,0,854.33,1185.14,sale_event,normal
72,95,95,95,0,858.24,1154.5,sale_event,normal
73,97,97,97,0,851.76,1182.89,sale_event,normal
74,80,80,80,0,720.61,948.29,sale_event,normal
75,86,86,86,0,788.27,1036.68,sale_event,normal
76,96,96,96,0,821.83,1147.74,sale_event,normal
77,93,93,93,0,817.36,1144.62,sale_event,normal
78,100,100,100,0,856.92,1197.69,sale_event,normal
79,87,87,87,0,789.39,1041.3,sale_event,normal
80,88,88,88,0,789.04,1073.67,sale_event,normal
81,93,93,93,0,828.18,1123.06,sale_event,normal
82,84,84,84,0,800.19,1028.16,sale_event,normal
83,81,81,81,0,739.64,984.1,sale_event,normal
84,84,84,84,0,797.68,1053.38,sale_event,normal
85,80,80,80,0,775.1,983.25,sale_event,normal
86,94,94,94,0,860.27,1150.83,sale_event,normal
87,99,99,99,0,858.19,1186.81,sale_event,normal
88,85,85,85,0,725.93,1003.32,sale_event,normal
89,94,94,94,0,814.95,1121.77,sale_event,normal
90,99,99,99,0,1020.56,1351.36,sale_event,normal
91,98,98,98,0,924.57,1229.06,sale_event,normal
92,99,99,99,0,871.89,1191.47,sale_event,normal
93,98,98,98,0,830.63,1183.68,sale_event,normal
94,89,89,89,0,786.04,1051.23,sale_event,normal
95,84,84,84,0,765.99,1021.71,sale_event,normal
96,93,93,93,0,817.13,1126.54,sale_event,normal
97,92,92,92,0,827.43,1104.63,sale_event,normal
98,93,93,93,0,833.92,1149.28,sale_event,normal
99,83,83,83,0,768.41,981.28,sale_event,normal
100,99,99,99,0,887.11,1243.03,sale_event,normal
101,84,84,84,0,761.08,1001.92,sale_event,normal
102,82,82,82,0,752.78,991.92,sale_event,normal
103,97,97,97,0,845.76,1177.92,sale_event,normal
104,84,84,84,0,752.97,987.82,sale_event,normal
105,98,98,98,0,814.89,1152.52,sale_event,normal
106,99,99,99,0,868.98,1196.06,sale_event,normal
107,89,89,89,0,811.91,1065.57,sale_event,normal
108,86,86,86,0,757.47,1044.38,sale_event,normal
109,85,85,85,0,757.34,1020.9,sale_event,normal
110,89,89,89,0,808.17,1076.71,sale_event,normal
111,88,88,88,0,807.97,1055.52,sale_event,normal
112,83,83,83,0,746.85,976.33,sale_event,normal
113,96,96,96,0,854.95,1136.71,sale_event,normal
114,94,94,94,0,841.74,1127.73,sale_event,normal
115,83,83,83,0,762.03,999.83,sale_event,normal
116,99,99,99,0,899.32,1225.29,sale_event,normal
117,91,91,91,0,822.07,1084.36,sale_event,normal
118,94,94,94,0,853.95,1170.59,sale_event,normal
119,82,82,82,0,724.64,980.76,sale_event,normal
120,81,81,81,0,738.37,984.51,sale_event,normal
121,83,83,83,0,750.42,986.43,sale_event,normal
122,91,91,91,0,811.95,1088.41,sale_event,normal
123,93,93,93,0,813.87,1093.08,sale_event,normal
124,85,85,85,0,762.4,1005.13,sale_event,normal
125,83,83,83,0,784.69,1003.32,sale_event,normal
126,82,82,82,0,764.31,987.02,sale_event,normal
127,87,87,87,0,777.33,1054.28,sale_event,normal
128,90,90,90,0,796.99,1091.03,sale_event,normal
129,95,95,95,0,837.13,1128.73,sale_event,normal
130,89,89,89,0,843.06,1095.45,sale_event,normal
131,95,95,95,0,835.09,1152.46,sale_event,normal
132,95,95,95,0,841.55,1152.98,sale_event,normal
133,88,88,88,0,799.86,1064.54,sale_event,normal
134,100,100,100,0,874.2,1187.25,sale_event,normal
135,89,89,89,0,807.34,1108.49,sale_event,normal
136,95,95,95,0,855.12,1145.81,sale_event,normal
137,87,87,87,0,817.27,1062.35,sale_event,normal
138,83,83,83,0,756.2,997.64,sale_event,normal
139,92,92,92,0,805.5,1114.3,sale_event,normal
140,99,99,99,0,888.44,1205.39,sale_event,normal
141,86,86,86,0,766.16,1041.56,sale_event,normal
142,90,90,90,0,789.24,1080.08,sale_event,normal
143,93,93,93,0,808.34,1109.25,sale_event,normal
144,99,99,99,0,882.77,1188.42,sale_event,normal
145,96,96,96,0,824.62,1173.57,sale_event,normal
146,81,81,81,0,799.43,1006.49,sale_event,normal
147,90,90,90,0,803.96,1090.15,sale_event,normal
148,98,98,98,0,841.44,1168.75,sale_event,normal
149,86,86,86,0,760.54,1013.07,sale_event,normal
150,81,81,81,0,740.45,953.94,sale_event,normal
151,100,100,100,0,824.15,1194.06,sale_event,normal
152,94,94,94,0,871.41,1140.74,sale_event,normal
153,91,91,91,0,764.7,1078.24,sale_event,normal
154,93,93,93,0,817.97,1129.88,sale_event,normal
155,95,95,95,0,842.95,1153.82,sale_event,normal
156,80,80,80,0,801.55,1021.9,sale_event,normal
157,100,100,100,0,864.7,1210.62,sale_event,normal
158,99,99,99,0,838.5,1180.8,sale_event,normal
159,96,96,96,0,834.62,1148.75,sale_event,normal
160,91,91,91,0,813.94,1082.55,sale_event,normal
161,92,92,92,0,831.23,1104.17,sale_event,normal
162,80,80,80,0,746.5,950.85,sale_event,normal
163,91,91,91,0,801.89,1078.92,sale_event,normal
164,83,83,83,0,746.06,1004.41,sale_event,normal
165,87,87,87,0,795.4,1066.66,sale_event,normal
166,84,84,84,0,803.49,1036.09,sale_event,normal
167,86,86,86,0,784.0,1021.54,sale_event,normal
168,82,82,82,0,774.25,995.33,sale_event,normal
169,100,100,100,0,838.2,1197.32,sale_event,normal
170,92,92,92,0,793.1,1105.57,sale_event,normal
171,89,89,89,0,798.42,1088.15,sale_event,normal
172,84,84,84,0,750.0,984.61,sale_event,normal
173,93,93,93,0,807.93,1101.41,sale_event,normal
174,83,83,83,0,788.68,1008.98,sale_event,normal
175,80,80,80,0,738.02,955.12,sale_event,normal
176,99,99,99,0,863.84,1197.12,sale_event,normal
177,84,84,84,0,751.64,1003.23,sale_event,normal
178,100,100,100,0,843.53,1184.28,sale_event,normal
179,80,80,80,0,745.32,952.29,sale_event,normal
180,88,88,88,0,767.81,1046.6,sale_event,normal
181,97,97,97,0,831.27,1168.63,sale_event,normal
182,82,82,82,0,759.59,987.62,sale_event,normal
183,98,98,98,0,849.79,1196.2,sale_event,normal
184,87,87,87,0,770.99,1053.11,sale_event,normal
185,99,99,99,0,855.33,1188.76,sale_event,normal
186,93,93,93,0,820.92,1118.37,sale_event,normal
187,81,81,81,0,766.31,969.38,sale_event,normal
188,94,94,94,0,861.63,1138.64,sale_event,normal
189,82,82,82,0,773.08,1004.65,sale_event,normal
190,92,92,92,0,846.63,1131.49,sale_event,normal
191,93,93,93,0,831.7,1122.37,sale_event,normal
192,86,86,86,0,785.09,1040.71,sale_event,normal
193,95,95,95,0,855.83,1147.48,sale_event,normal
194,97,97,97,0,824.25,1151.54,sale_event,normal
195,89,89,89,0,856.98,1125.61,sale_event,normal
196,83,83,83,0,765.31,1001.6,sale_event,normal
197,81,81,81,0,766.93,988.92,sale_event,normal
198,86,86,86,0,782.53,1028.11,sale_event,normal
199,100,100,100,0,884.59,1239.29,sale_event,normal
200,94,94,94,0,853.86,1152.69,sale_event,normal
201,93,93,93,0,780.54,1127.5,sale_event,ramp_up
202,97,97,97,0,878.44,1176.7,sale_event,ramp_up
203,111,111,111,0,939.42,1324.92,sale_event,ramp_up
204,110,110,110,0,926.56,1312.08,sale_event,ramp_up
205,102,102,102,0,877.65,1256.4,sale_event,ramp_up
206,109,109,109,0,896.28,1306.13,sale_event,ramp_up
207,113,113,113,0,921.64,1357.72,sale_event,ramp_up
208,114,114,114,0,975.94,1397.04,sale_event,ramp_up
209,113,113,113,0,939.55,1362.92,sale_event,ramp_up
210,96,96,96,0,861.0,1161.24,sale_event,ramp_up
211,105,105,105,0,899.27,1248.97,sale_event,ramp_up
212,99,99,99,0,871.38,1229.56,sale_event,ramp_up
213,115,115,115,0,959.47,1363.13,sale_event,ramp_up
214,119,119,119,0,1001.5,1426.19,sale_event,ramp_up
215,111,111,111,0,938.3,1340.74,sale_event,ramp_up
216,110,110,110,0,898.79,1331.07,sale_event,ramp_up
217,104,104,104,0,880.68,1234.52,sale_event,ramp_up
218,115,115,115,0,955.14,1370.18,sale_event,ramp_up
219,103,103,103,0,891.31,1234.83,sale_event,ramp_up
220,121,121,121,0,1009.69,1444.16,sale_event,ramp_up
221,118,118,118,0,958.51,1402.19,sale_event,ramp_up
222,106,106,106,0,943.26,1329.77,sale_event,ramp_up
223,124,124,124,0,983.77,1485.26,sale_event,ramp_up
224,116,116,116,0,1001.18,1403.32,sale_event,ramp_up
225,128,128,128,0,1039.42,1542.23,sale_event,ramp_up
226,110,110,110,0,915.83,1347.65,sale_event,ramp_up
227,113,113,113,0,903.55,1341.56,sale_event,ramp_up
228,111,111,111,0,981.43,1374.64,sale_event,ramp_up
229,115,115,115,0,996.36,1399.02,sale_event,ramp_up
230,111,111,111,0,977.64,1377.78,sale_event,ramp_up
231,121,121,121,0,955.93,1441.04,sale_event,ramp_up
232,115,115,115,0,942.26,1372.96,sale_event,ramp_up
233,127,127,127,0,1024.07,1525.66,sale_event,ramp_up
234,114,114,114,0,976.96,1379.84,sale_event,ramp_up
235,129,129,129,0,1061.14,1552.04,sale_event,ramp_up
236,116,116,116,0,990.09,1395.8,sale_event,ramp_up
237,135,135,135,0,1095.1,1641.9,sale_event,ramp_up
238,119,119,119,0,996.53,1451.9,sale_event,ramp_up
239,134,134,134,0,1117.31,1600.09,sale_event,ramp_up
240,124,124,124,0,1034.7,1506.27,sale_event,ramp_up
241,130,130,130,0,1090.7,1527.89,sale_event,ramp_up
242,121,121,121,0,1008.63,1429.52,sale_event,ramp_up
243,122,122,122,0,983.17,1448.23,sale_event,ramp_up
244,134,134,134,0,1104.74,1590.98,sale_event,ramp_up
245,130,130,130,0,1056.84,1563.78,sale_event,ramp_up
246,132,132,132,0,1058.08,1584.44,sale_event,ramp_up
247,124,124,124,0,1005.76,1467.28,sale_event,ramp_up
248,125,125,125,0,1034.1,1507.48,sale_event,ramp_up
249,126,126,126,0,1055.01,1512.8,sale_event,ramp_up
250,141,141,141,0,1130.32,1688.75,sale_event,ramp_up
251,135,135,135,0,1123.11,1631.88,sale_event,ramp_up
252,135,135,135,0,1103.3,1614.83,sale_event,ramp_up
253,135,135,135,0,1104.49,1606.62,sale_event,ramp_up
254,141,141,141,0,1120.88,1695.34,sale_event,ramp_up
255,150,150,150,0,1214.95,1819.52,sale_event,ramp_up
256,149,149,149,0,1184.65,1826.22,sale_event,ramp_up
257,143,143,143,0,1160.43,1720.52,sale_event,ramp_up
258,145,145,145,0,1103.5,1741.13,sale_event,ramp_up
259,150,150,150,0,1178.94,1834.09,sale_event,ramp_up
260,136,136,136,0,1086.69,1632.94,sale_event,ramp_up
261,139,139,139,0,1125.94,1706.68,sale_event,ramp_up
262,149,149,149,0,1182.4,1815.05,sale_event,ramp_up
263,152,152,152,0,1225.1,1849.68,sale_event,ramp_up
264,156,156,156,0,1235.17,1864.1,sale_event,ramp_up
265,144,144,144,0,1187.5,1759.93,sale_event,ramp_up
266,148,148,148,0,1169.37,1790.75,sale_event,ramp_up
267,148,148,148,0,1213.8,1797.33,sale_event,ramp_up
268,141,141,141,0,1131.95,1708.29,sale_event,ramp_up
269,146,146,146,0,1159.05,1771.24,sale_event,ramp_up
270,149,149,149,0,1174.97,1798.78,sale_event,ramp_up
271,149,149,149,0,1222.68,1874.64,sale_event,ramp_up
272,156,156,156,0,1221.43,1918.34,sale_event,ramp_up
273,147,147,147,0,1158.71,1775.83,sale_event,ramp_up
274,149,149,149,0,1168.14,1790.4,sale_event,ramp_up
275,152,152,152,0,1199.01,1831.81,sale_event,ramp_up
276,161,161,161,0,1241.35,1924.34,sale_event,ramp_up
277,157,157,157,0,1195.14,1905.83,sale_event,ramp_up
278,158,158,158,0,1288.54,1957.83,sale_event,ramp_up
279,160,160,160,0,1244.13,1920.73,sale_event,ramp_up
280,156,156,156,0,1192.84,1890.58,sale_event,ramp_up
281,165,165,165,0,1283.43,1998.09,sale_event,ramp_up
282,161,161,161,0,1238.03,1935.68,sale_event,ramp_up
283,160,160,160,0,1239.16,1922.38,sale_event,ramp_up
284,164,164,164,0,1260.35,1959.28,sale_event,ramp_up
285,168,168,168,0,1292.05,2024.52,sale_event,ramp_up
286,160,160,160,0,1221.46,1922.94,sale_event,ramp_up
287,159,159,159,0,1232.09,1911.28,sale_event,ramp_up
288,158,158,158,0,1203.52,1909.91,sale_event,ramp_up
289,165,165,165,0,1311.51,2027.05,sale_event,ramp_up
290,175,175,175,0,1314.57,2084.21,sale_event,ramp_up
291,173,173,173,0,1312.39,2087.26,sale_event,ramp_up
292,178,178,178,0,1358.41,2169.29,sale_event,ramp_up
293,164,164,164,0,1295.06,1988.38,sale_event,ramp_up
294,166,166,166,0,1239.04,1949.79,sale_event,ramp_up
295,162,162,162,0,1265.01,1944.83,sale_event,ramp_up
296,175,175,175,0,1355.56,2105.9,sale_event,ramp_up
297,179,179,179,0,1347.21,2154.73,sale_event,ramp_up
298,167,167,167,0,1359.06,2072.63,sale_event,ramp_up
299,172,172,172,0,1302.0,2060.63,sale_event,ramp_up
300,169,169,169,0,1330.11,2051.01,sale_event,ramp_up
301,177,177,177,0,1340.57,2146.46,sale_event,ramp_up
302,183,183,183,0,1407.87,2170.07,sale_event,ramp_up
303,173,173,173,0,1296.94,2054.86,sale_event,ramp_up
304,182,182,182,0,1346.68,2151.56,sale_event,ramp_up
305,175,175,175,0,1324.54,2097.12,sale_event,ramp_up
306,183,183,183,0,1348.42,2177.47,sale_event,ramp_up
307,184,184,184,0,1405.39,2224.94,sale_event,ramp_up
308,179,179,179,0,1377.74,2165.49,sale_event,ramp_up
309,190,190,190,0,1412.74,2277.72,sale_event,ramp_up
310,172,172,172,0,1336.25,2086.9,sale_event,ramp_up
311,189,189,189,0,1379.45,2224.69,sale_event,ramp_up
312,182,182,182,0,1429.67,2230.78,sale_event,ramp_up
313,191,191,191,0,1461.21,2320.88,sale_event,ramp_up
314,190,190,190,0,1449.0,2295.39,sale_event,ramp_up
315,195,195,195,0,1435.3,2349.29,sale_event,ramp_up
316,181,181,181,0,1424.46,2274.29,sale_event,ramp_up
317,180,180,180,0,1413.3,2299.17,sale_event,ramp_up
318,186,186,186,0,1407.43,2245.88,sale_event,ramp_up
319,190,190,190,0,1460.54,2329.85,sale_event,ramp_up
320,192,192,192,0,1462.46,2325.78,sale_event,ramp_up
321,193,193,193,0,1452.3,2324.97,sale_event,ramp_up
322,187,187,187,0,1411.52,2252.39,sale_event,ramp_up
323,198,198,198,0,1461.35,2381.38,sale_event,ramp_up
324,187,187,187,0,1432.7,2248.57,sale_event,ramp_up
325,192,192,192,0,1420.42,2286.32,sale_event,ramp_up
326,191,191,191,0,1417.71,2265.83,sale_event,ramp_up
327,190,190,190,0,1411.04,2302.25,sale_event,ramp_up
328,205,205,205,0,1554.19,2507.67,sale_event,ramp_up
329,189,189,189,0,1436.17,2278.91,sale_event,ramp_up
330,200,200,200,0,1495.94,2415.04,sale_event,ramp_up
331,192,192,192,0,1466.81,2339.13,sale_event,ramp_up
332,196,196,196,0,1484.56,2403.43,sale_event,ramp_up
333,208,208,208,0,1558.96,2537.37,sale_event,ramp_up
334,197,197,197,0,1496.11,2414.45,sale_event,ramp_up
335,209,209,209,0,1556.12,2568.42,sale_event,ramp_up
336,200,200,200,0,1505.8,2408.68,sale_event,ramp_up
337,207,207,207,0,1600.0,2601.46,sale_event,ramp_up
338,211,211,211,0,1541.44,2575.85,sale_event,ramp_up
339,214,214,214,0,1604.1,2599.2,sale_event,ramp_up
340,210,210,210,0,1554.08,2580.15,sale_event,ramp_up
341,195,195,195,0,1434.26,2341.04,sale_event,ramp_up
342,196,196,196,0,1467.88,2359.49,sale_event,ramp_up
343,197,197,197,0,1455.24,2363.05,sale_event,ramp_up
344,206,206,206,0,1533.01,2510.57,sale_event,ramp_up
345,208,208,208,0,1559.02,2504.32,sale_event,ramp_up
346,206,206,206,0,1529.63,2489.84,sale_event,ramp_up
347,220,220,220,0,1614.26,2672.8,sale_event,ramp_up
348,207,207,207,0,1523.81,2482.89,sale_event,ramp_up
349,205,205,205,0,1490.3,2464.59,sale_event,ramp_up
350,208,208,208,0,1535.18,2501.18,sale_event,ramp_up
351,222,222,222,0,1610.09,2637.16,sale_event,ramp_up
352,211,211,211,0,1543.41,2534.97,sale_event,ramp_up
353,218,218,218,0,1612.41,2631.92,sale_event,ramp_up
354,209,209,209,0,1542.37,2519.06,sale_event,ramp_up
355,220,220,220,0,1587.85,2604.75,sale_event,ramp_up
356,208,208,208,0,1609.11,2573.84,sale_event,ramp_up
357,209,209,209,0,1571.48,2540.09,sale_event,ramp_up
358,213,213,213,0,1601.15,2626.08,sale_event,ramp_up
359,213,213,213,0,1552.03,2512.84,sale_event,ramp_up
360,229,229,229,0,1689.0,2777.09,sale_event,ramp_up
361,228,228,228,0,1662.24,2743.3,sale_event,ramp_up
362,223,223,223,0,1640.76,2690.51,sale_event,ramp_up
363,225,225,225,0,1600.53,2724.78,sale_event,ramp_up
364,227,227,227,0,1629.56,2738.25,sale_event,ramp_up
365,213,213,213,0,1575.91,2570.81,sale_event,ramp_up
366,231,231,231,0,1703.76,2867.48,sale_event,ramp_up
367,223,223,223,0,1670.34,2667.46,sale_event,ramp_up
368,231,231,231,0,1707.85,2871.67,sale_event,ramp_up
369,217,217,217,0,1606.22,2621.44,sale_event,ramp_up
370,227,227,227,0,1649.12,2733.59,sale_event,ramp_up
371,227,227,227,0,1704.74,2765.62,sale_event,ramp_up
372,229,229,229,0,1645.1,2728.1,sale_event,ramp_up
373,223,223,223,0,1590.93,2630.86,sale_event,ramp_up
374,232,232,232,0,1673.69,2776.39,sale_event,ramp_up
375,238,238,238,0,1738.93,2906.71,sale_event,ramp_up
376,241,241,241,0,1748.39,2926.58,sale_event,ramp_up
377,226,226,226,0,1701.25,2801.32,sale_event,ramp_up
378,223,223,223,0,1673.1,2715.04,sale_event,ramp_up
379,241,241,241,0,1779.67,2947.96,sale_event,ramp_up
380,240,240,240,0,1712.58,2904.25,sale_event,ramp_up
381,245,245,245,0,1793.72,2973.09,sale_event,ramp_up
382,240,240,240,0,1774.11,2925.64,sale_event,ramp_up
383,245,245,245,0,1754.45,2927.52,sale_event,ramp_up
384,233,233,233,0,1677.9,2765.18,sale_event,ramp_up
385,237,237,237,0,1691.24,2840.64,sale_event,ramp_up
386,246,246,246,0,1790.03,2987.48,sale_event,ramp_up
387,240,240,240,0,1736.4,2883.77,sale_event,ramp_up
388,238,238,238,0,1729.4,2867.45,sale_event,ramp_up
389,249,249,249,0,1821.65,3038.15,sale_event,ramp_up
390,244,244,244,0,1738.34,2952.25,sale_event,ramp_up
391,242,242,242,0,1710.15,2928.57,sale_event,ramp_up
392,235,235,235,0,1775.86,2894.93,sale_event,ramp_up
393,244,244,244,0,1782.41,2956.45,sale_event,ramp_up
394,244,244,244,0,1776.46,2924.51,sale_event,ramp_up
395,255,255,255,0,1820.67,3058.73,sale_event,ramp_up
396,241,241,241,0,1753.65,2934.44,sale_event,ramp_up
397,249,249,249,0,1821.32,3069.34,sale_event,ramp_up
398,249,249,249,0,1768.16,2948.78,sale_event,ramp_up
399,250,250,250,0,1770.94,3003.24,sale_event,ramp_up
400,251,251,251,0,1795.06,3033.5,sale_event,ramp_up
401,569,569,386,183,3524.86,5241.18,sale_event,peak
402,682,682,369,313,4585.94,5990.42,sale_event,peak
403,536,536,429,107,4005.01,5952.58,sale_event,peak
404,514,514,373,141,4277.57,5955.24,sale_event,peak
405,661,661,399,262,4505.86,5975.71,sale_event,peak
406,526,526,374,152,4301.79,5987.46,sale_event,peak
407,658,658,392,266,4524.88,5941.78,sale_event,peak
408,682,682,384,298,4611.66,5975.2,sale_event,peak
409,590,590,383,207,4407.33,5959.92,sale_event,peak
410,645,645,379,266,4523.06,5971.27,sale_event,peak
411,581,581,392,189,4333.88,5972.11,sale_event,peak
412,500,500,394,106,4110.51,5961.99,sale_event,peak
413,694,694,376,318,4673.72,5978.9,sale_event,peak
414,516,516,390,126,4086.47,5955.28,sale_event,peak
415,606,606,407,199,4391.94,5990.22,sale_event,peak
416,550,550,378,172,4307.77,5967.21,sale_event,peak
417,663,663,400,263,4489.39,5953.76,sale_event,peak
418,532,532,375,157,4243.54,5970.25,sale_event,peak
419,600,600,387,213,4323.09,5961.44,sale_event,peak
420,541,541,390,151,4169.52,5977.15,sale_event,peak
421,644,644,392,252,4469.0,5954.73,sale_event,peak
422,512,512,401,111,4137.34,5957.21,sale_event,peak
423,532,532,383,149,4264.65,5997.96,sale_event,peak
424,642,642,373,269,4503.36,5957.98,sale_event,peak
425,570,570,407,163,4228.69,5981.23,sale_event,peak
426,574,574,389,185,4311.88,5950.03,sale_event,peak
427,530,530,397,133,4159.63,5959.86,sale_event,peak
428,545,545,368,177,4385.08,5982.63,sale_event,peak
429,655,655,388,267,4566.75,5969.96,sale_event,peak
430,515,515,380,135,4264.18,5969.45,sale_event,peak
431,511,511,380,131,4221.13,5980.39,sale_event,peak
432,684,684,390,294,4580.35,5969.53,sale_event,peak
433,540,540,404,136,4168.05,5965.35,sale_event,peak
434,617,617,368,249,4534.44,5975.08,sale_event,peak
435,600,600,401,199,4313.72,5959.52,sale_event,peak
436,588,588,384,204,4435.24,5959.63,sale_event,peak
437,531,531,366,165,4352.31,5966.59,sale_event,peak
438,665,665,386,279,4520.66,5971.42,sale_event,peak
439,619,619,387,232,4515.84,5962.52,sale_event,peak
440,611,611,371,240,4506.43,5984.13,sale_event,peak
441,603,603,389,214,4355.29,5968.82,sale_event,peak
442,550,550,386,164,4253.09,5958.37,sale_event,peak
443,557,557,389,168,4294.26,5944.61,sale_event,peak
444,671,671,373,298,4692.52,5983.83,sale_event,peak
445,584,584,405,179,4340.22,5974.41,sale_event,peak
446,626,626,369,257,4631.63,5981.57,sale_event,peak
447,642,642,393,249,4490.68,5930.12,sale_event,peak
448,693,693,375,318,4658.9,5975.99,sale_event,peak
449,558,558,401,157,4176.62,5950.96,sale_event,peak
450,635,635,386,249,4515.75,5980.04,sale_event,peak
451,576,576,386,190,4328.59,5974.5,sale_event,peak
452,603,603,390,213,4376.04,5944.14,sale_event,peak
453,580,580,414,166,4355.09,5968.56,sale_event,peak
454,621,621,363,258,4618.48,5956.78,sale_event,peak
455,592,592,375,217,4459.94,5982.25,sale_event,peak
456,648,648,401,247,4445.95,5975.4,sale_event,peak
457,672,672,399,273,4541.91,5942.53,sale_event,peak
458,601,601,384,217,4445.17,5979.3,sale_event,peak
459,647,647,385,262,4499.17,5950.03,sale_event,peak
460,572,572,385,187,4338.47,5981.28,sale_event,peak
461,657,657,392,265,4535.34,5979.07,sale_event,peak
462,694,694,380,314,4671.56,5950.0,sale_event,peak
463,655,655,400,255,4534.67,5975.55,sale_event,peak
464,565,565,374,191,4363.81,5947.38,sale_event,peak
465,685,685,388,297,4578.5,5962.37,sale_event,peak
466,579,579,394,185,4334.77,5984.84,sale_event,peak
467,522,522,380,142,4281.67,5962.02,sale_event,peak
468,666,666,389,277,4544.6,5969.13,sale_event,peak
469,623,623,400,223,4437.27,5974.75,sale_event,peak
470,517,517,349,168,4293.95,5959.46,sale_event,peak
471,692,692,415,277,4388.43,5974.76,sale_event,peak
472,645,645,386,259,4508.64,5958.85,sale_event,peak
473,692,692,396,296,4609.66,5985.63,sale_event,peak
474,571,571,387,184,4364.97,5965.11,sale_event,peak
475,681,681,379,302,4668.4,5963.15,sale_event,peak
476,679,679,391,288,4607.46,5966.55,sale_event,peak
477,517,517,375,142,4234.84,5961.45,sale_event,peak
478,544,544,373,171,4195.74,5984.97,sale_event,peak
479,673,673,419,254,4361.45,5946.48,sale_event,peak
480,623,623,392,231,4446.56,5972.59,sale_event,peak
481,625,625,404,221,4414.2,5957.09,sale_event,peak
482,633,633,370,263,4572.34,5964.9,sale_event,peak
483,688,688,372,316,4658.0,5981.6,sale_event,peak
